,ID,clean_tweets,sentiment_score,speech_category
489,1522744421170937856,gabenar anak medan bilang laku sakit malu kadrun unya aku kerja nol,0.17528161,neutral speech
490,1522740580442607616,terang benderang bangun gedung olahraga bmw joko widodo gubernur dki kadrun gabenar nikmat aku aku kerja malu dana proyek perintah pusat presiden ri joko widodo nama jis,0.18562376,neutral speech
491,1522560751214694401,dungu rantam kadrun pesong,-0.27879378,dangerous speech
492,1522556157659066369,kadrun adik hidung bengkok,-0.4203589,dangerous speech
493,1522105614272724992,pintar pintar bohong jual sara dukung modal fitnah ujar benci teror bawa ri cinta,-0.21543628,dangerous speech
494,1522018554002153472,kadrun presiden ri joko widodo iman beliu hidung langkah atur ajar sejarah republik indonesia cinta yogyakarta sejarah indonesia maturnuwun,0.25146717,neutral speech
495,1522011052405587968,analis kadrun sakit hati x gagal komisaris utama usaha bumn pecat kerja dendam kesumat banding presiden gabenar rakyat indonesia cinta rasa hasil gubernur presiden ri,0.08941138,neutral speech
496,1521293682485624832,kadrun apa joko widodo presiden ri salah pakai kaca mata kuda wassalam,0.077980936,neutral speech
497,1520710177066221569,lucu bakar jenggot kadrun bicara sara lupa kerja tiada sara percik air dulang terpercik muka badak mantap,-0.5087692,dangerous speech
498,1520693542192291841,ngutang hai anjing ku putrakawon bangsat,-0.270166,dangerous speech
499,1520670355400314880,kadrun stres profesor bicara sara marah laku beda tipis beda tipis nama karma,-0.00086665154,dangerous speech
500,1520668453186998272,tolol tni takut kadrun,-0.2331543,dangerous speech
501,1520580678194466816,partai dukung pening tanteeeeeee pilpres pesong gila lucu kadrun beli daster warna putih hitam abu merah ungu kuning telor asin paten,0.2568595,neutral speech
502,1519873750195646466,bohooooooog bohong jujur bagi kaos kampanye pilpres bohong waspada waspada waspada puasa berani berbohohong presiden ri rakyat dosa bohong,-0.2465697,dangerous speech
503,1519649706577899520,menang gabenar sara fitnah ujar benci teror sigoblok ngebacot,0.080785155,neutral speech
504,1519534336361758725,denny siregar ahok kalah sara fitnah ujar benci teror berkat satu terima hukum,-0.0113379955,dangerous speech
505,1518573795455680512,dengar rakyat ntt hati baris sakit hati kadrun suka mengkompori mahasewa malu letak muka malu pertiwi,-0.10001457,dangerous speech
506,1518407214587068416,terang benderang baris sakit hati kadrun telat pikir lambat mikir nyata megawati soekarnoputri negarawan sejati ketua pdi juang presiden ri cinta rakyat,-0.073357105,dangerous speech
507,1518404274816176128,baris sakit hati dukung kadrun kerja jual mayoritas agama jilid jilid film rambo tolak ambang batas fakta mahkamah konstitusi putus syah ambang batas hasil survei rakyat indonesia cinta dukung,-0.08505005,dangerous speech
508,1518077677344681984,megawati soekarnoputri ketua pdi juang presiden ri membully cilik baris sakit hati kadrun membully syukur terima kasih drama lanjut,-0.093278706,dangerous speech
509,1517761540703014914,radikal pakai kaca mata kuda bodoh,-0.3447674,dangerous speech
510,1517701651079270400,laut tari atas gendang kadrun,-0.057655185,dangerous speech
511,1517700194758201344,kumur sedih adik mahasis bakar turun jalan demo malu demo nol rakyat indobesia cinta era joko widodo presiden ri sangar cerdas kompor kadrun,0.27647507,neutral speech
512,1517375641792163840,sewot kadrun nyata megawati soekarnoputri ketua pdi juang presiden ri negarawan sejati korban rasa pahit getir juang pancasila ideologi negara indonesia jaya,-0.058269233,dangerous speech
513,1517339876777431040,tunduk mahasiswa atas bodoh malu bem,-0.17001656,dangerous speech
514,1517324545228943365,uang sekolah anak negeri anak sekolah ln salah rampok siksa rakyat percik air dulang terpercik muka kuasa sekjen bumn lama,-0.042628437,dangerous speech
515,1516643465589067781,sikat korupsi sok pintar mampu batas repot,-0.18212426,dangerous speech
516,1516301715016159232,indonesia indonisi kadrun wassalam,-0.51330197,dangerous speech
517,1515964883812360193,waspada dukung densus polisi tni paten,0.05304344,neutral speech
518,1514805720784728064,sakit demo kadrun membut telinga congek lucu lucu lucu,0.15539497,neutral speech
519,1514804065699774465,tolol kasih dapat kadrun,-0.49850067,dangerous speech
520,1514772447580811265,jokowi joko widodo presiden ri berkat maha esa sukses biar kadrun gonggong paten,-0.05668384,dangerous speech
521,1514749303583297536,hai demo tunggang kadrun dukung gagas sri mulyani menteri uang joko widodo presiden ri diam malu sebentar atas nama rakyat ukan rakyat miskin ulah koruptor,0.24712673,neutral speech
522,1514514705775460353,jokowi gabenar malu kadrun,-0.0965628,dangerous speech
523,1514466566720876544,rakyat indonesia cinta kadrun lagak terang benderang menang gabenar sara ujar benci fitnah teror,-0.25914478,dangerous speech
524,1514174851803914246,boss ketemu joko widodo presiden ri ngemis hinca panjaitan luhut binsar pandjaitan bilang dusta bodoh,0.37459528,neutral speech
525,1514067472097619968,terima kasih polisi tangkas selamat ade armando buat langgar hukum sadis tumpang gelap demo tanggal april provokator banyak bicara mulut mampu kadrun turun celana ade armando presiden ri,0.16730571,neutral speech
526,1513490564624568320,selesai demo dukung kadrun ngebacot mulut malu gede omong nol joko widodo presiden ri berkat maha kuasa rakyat indonesia cinta jaya indonesia paten,0.19554037,neutral speech
527,1513363944232349706,komentar aldo tolol dukung kadrun,-0.089102924,dangerous speech
528,1513360660016803843,non bodoh dukung kadrun dangkal otak tolol sok pintar,-0.27107263,dangerous speech
529,1513336382525444096,demo bilang gertak sambal demo sibuk cari donasi makan hasil kuliah kasihan tua peras keringat biaya dengar hasut kadrun,0.4559073,neutral speech
530,1513103167403491332,ooo tahu suka makan kuping babi ich haram,-0.30904624,dangerous speech
531,1513097764250742788,baik makan babi paok bilang pesong gila,-0.20041928,dangerous speech
532,1512979320914194432,baris sakit hati kadrun koruptor joko widodo presiden ri cinta rakyat paten,0.17148915,neutral speech
533,1512974642545594374,kerja tolol tipu kakak,-0.439531,dangerous speech
534,1512562963529764865,salut bangga aparat aman dan tertib masyarakat aman polisi tni tenang waspada baris sakit hati kadrun ancam demo arti ancam tong kosong cempreng bunyi,0.31001535,neutral speech
535,1512557588248150018,baris sakit hati kadrun panik joko widodo presiden ri sukses pimpin negara indonesia cinta,0.39657995,neutral speech
536,1512329382039199746,mohon sabar biarin gabenar keliling curi start kampanye selubung uang hasil bohong melulu habis lengser uang setan makan hantu lho,0.080381095,neutral speech
537,1511879326475894784,kadrun pesong gila nyata rusak sejarah juang pahlawan merdeka indonesia jaga nama juang merdeka indonesia korban keringat darah air mata nyawa merdeka indonesia cinta,-0.06388423,dangerous speech
538,1511498290449510404,aku mahasiswa dukung baris sakit hati kadrun demo termehek mehek ayo eling joko widodo presiden arif bijaksana rakyat indonesia cinta,-0.18452784,dangerous speech
539,1511309311661985796,ayo sebentar tuduh lawan pki baris sakit hati kadrun tiarap takut berani pasang baliho gelap kerja pasang baliho sembah juga,0.0120333135,neutral speech
540,1511238933614829569,demo dimedsos lucu aku mahasiswa dukung baris sakit hati kadrun gertak sambal,0.055742055,neutral speech
541,1511233828853284864,tolol beda prof hc prof akademisi kadrun,-0.4223024,dangerous speech
542,1511181126068740098,aku mahasiswa demo selamat dukung baris sakit hati kadrun joko widodo presiden ri rakyat indonesia cinta dukung total dukung negarawan sejati,-0.17607513,dangerous speech
543,1510861615083962368,panglima tni jenderal tni andika maju biar baris sakit hati kadrun bakar jenggot,0.5390635,neutral speech
544,1510085871596613634,serang agama ajar kadrun sembunyi balik agama,-0.12906918,dangerous speech
545,1509378040421564417,kadrun stres luhut percaya joko widodo presiden ri cain baris sakit hati sebentar pesong wassalam,0.4107052,neutral speech
546,1509376407662903305,protes kadrun tolol sok pintar laut presiden lho ko lawan analisa bicara sembarang,-0.07556641,dangerous speech
547,1509014877402431490,cermat ramai teriak dg demo baris sakit hati kadrun kutik era joko widodo presiden ri mui idi aku mahasiswa termehek mehek,0.009529382,neutral speech
548,1508694882151702528,demo bela agama demo aku mahasiswa ramai mui ramai idi usut jujur jujur baris sakit hati kadrun kerja mubazir presiden ri joko widodo cinta rakyat,0.00083589554,neutral speech
549,1508691517942435841,sedih kadrun lagak telat pikir lambat mikir bego gelar profesor dasar hukum pres malu ngotot bela,0.18431616,neutral speech
550,1507640841380446211,korupsi dasar kadrun kerja tukang fitnah maju gibran kaesang berkat kerja kerja kerja rakyat indonesia cinta paten,-0.07841459,dangerous speech
551,1507605419803684864,mantu masuk kakak gabung mertua kadrun sok galak lupa mertua borgol waspada waspada waspada,-0.039815187,dangerous speech
552,1507549085351694339,pesong gila baris sakit hati kadrun demo bela agama unya bela agama jokowi mundur tahu datang indonesia cinta suruh mundur presiden ri kerja keras rakyat,0.16873476,neutral speech
553,1507309618518659072,baris sakit hati kadrun malu gertak sambal laku mata dukung hadir janji juta demo nyampe jual agama buntut termehek mehek presiden ri joko widodo mundur,0.14954662,neutral speech
554,1507217156370759680,fakta hoaxs ngeyel baris sakit hati kadrun ngebacot dower,0.2940985,neutral speech
555,1506814471024803844,beda tolol cerdas kirim kadrun,-0.36420462,dangerous speech
556,1506812935766933505,kasihan rakyat indonesia cinta kompor bicara sembarang baris sakit hati kadrun pikir dangkal ntb mandalika moto ii gp booster mudik lebaran booster cerdas nonton ribu mudik puluh juta,0.36914384,neutral speech
557,1505718018533658624,tolol malu ngatain bodoh bal pintar berkat henti hujan amien sarap,-0.16483948,dangerous speech
558,1504051249737789448,baris sakit hati kadrun ngebacot sembarang rataaaaaaakan medsos,0.069034666,neutral speech
559,1503542313447919617,umat baris sakit hati kadrun upil maju menteri agama indonesia jawa an logo halal kreeeeeeen,0.30025768,neutral speech
560,1503280836938186756,masalah baris sakit hati kadrun marah keluar izin masalah cuan hepeng masuk selesai sebentar susul sertifikat ceramah pesong gila,-0.090622276,dangerous speech
561,1503196924849311750,marah tolol san san anjing ku kaing kaing comberan,-0.29108906,dangerous speech
562,1503193475634036736,anjing kaing kaing comberan san san,-0.08224425,dangerous speech
563,1503186300152971264,ambisi ganti presiden ri joko widodo presiden ri teladan laksana bijak program laksana jokowi baik maju indonesia cinta,-0.3637643,dangerous speech
564,1502838601880842240,lbp gampang urus negara ca pek modal omdo omong marah baris sakit hati kadrun persis tonton sepak bola unya marah main sepak bola tonton nendang bola,0.04520324,neutral speech
565,1502256911168970756,berani pecat selamat partai urut urut anggota dpr mpr ri pesong,0.16255778,neutral speech
566,1501073517122830338,malu percaya lbp kadrun,-0.53099966,dangerous speech
567,1501063169565163521,presiden ri joko widodo kerja keras jajar pusat tk i tk ii camat lurah desa rw pandemi covid endemi sukses rakyat indonesia cinta ngebacot baris sakit hati kadrun cuil,0.36834228,neutral speech
568,1501053974639951872,undang masuk daftar radikal larang wassalam,-0.32896,dangerous speech
569,1500989942071443457,anjing kaing kaing comberan,-0.33697465,dangerous speech
570,1500982248946159616,rr stres isi otak penuh dendam kesumat pesong pecat joko widodo presiden ri menko kerja ngebacot kakak mulut sicch,0.42136306,neutral speech
571,1500656704811581444,dasar baris sakit hati kadrun marah joko widodo presiden ri mengkedepankan demokrasi negara indonesia cinta hormat,0.19908217,neutral speech
572,1500393910530875394,anjing kaing kaing comberan,-0.33697465,dangerous speech
573,1500318455966609411,gila anjing sukses poltak,-0.22475085,dangerous speech
574,1500309906402193413,mantap percaya ikut setia,-0.5469074,dangerous speech
575,1500296087038738435,do i dukung prabowo dukung joko widodo periode,-0.53221893,dangerous speech
576,1500274406601670658,anjing ku putrakawom gonggong comberan,-0.33478886,dangerous speech
577,1499998132918439936,maki baris sakit hati kadrun upil emang gue pikirin pikirin fakta follwersnya hitung jari ngelawan juta kakak,0.2456963,neutral speech
578,1499924038571159553,manusia tolol rakus jabat makan susah ngaca kakak,-0.25713223,dangerous speech
579,1499619948582563844,dr bodoh komentar lucu termehek mehek,-0.08080298,dangerous speech
580,1499564726644539392,tokoh sumatra barat tokoh nasional teladan buya syafii diam lawan alat agama politik,0.0445264,neutral speech
581,1499359235058335744,berani baris sakit hati kadrun negatif mengkomentari nyata joko widodo keluarga tni polri disiplin wa erti presiden ri uu panglima tni polri,0.1020799,neutral speech
582,1498871965897355266,hai tolol agama keluarga istri ku agama mareka cerdas wassalam,-0.17304492,dangerous speech
583,1498826690734473218,sambut nyata presiden ri joko widodo tni polri undang ceramah radikal mohon menteri agama ri sambut jokowi keluar sertifikat ceramah cegah radikal paten,0.26890105,neutral speech
584,1498590662073417729,anjing ku stres kaing kaing comberan,-0.13297242,dangerous speech
585,1495622864665722881,betul sok amat fakta provokator tuduh perintah biang keladi kisruh minyak dagang timbun muka bsh kadrun,0.07384658,neutral speech
586,1495615497597243398,rakus jabat banding kaya pamer tolol,-0.26302898,dangerous speech
587,1495574082813046787,bakar jenggot waspada waspada waspada ormas partai politik bnpt teroris masuk ormas partai politik,0.20261206,neutral speech
588,1495234017163354112,baris sakit hati kadrun pesong joko widodo sukses paten,0.4718967,neutral speech
589,1495018594560012290,sitolol bicara agama kakak wassalam,-0.22132236,dangerous speech
590,1494883667742978054,kadrun ngebacot sembarang pesong terima kasih berkat rakyat indonesia cinta cerdas dahsyat makan kipas kompor,0.19369125,neutral speech
591,1494821299881123841,anjing rakus jabat kaing kaing comberan wassalam,-0.29928118,dangerous speech
592,1494241076596850689,manusia kardus rakus jabat tolol,-0.39918676,dangerous speech
593,1494109297139384321,ngakunya amat fakta laku provokator perintah joko widodo capres partai politik do i dukung menang menteri bicara sembarang mimpi siang bolong kale,0.05939704,neutral speech
594,1493912530724745219,baris sakit hati kadrun haris azhar nyata sesat urus lbp selesai gali lubang tutup lubang pening,0.10865769,neutral speech
595,1493830483373064197,l sigit p jenderal polisi kapolri hormat sampaikapan kadrun biar ngebacot suka suka ambil tindak indonesia cinta negara hukum,-0.09657118,dangerous speech
596,1493554974315655177,termehek mehek laku kadrun pesong dukung ngancam hina agama anut keluarga istri ku anut agama anut,0.0039522946,neutral speech
597,1493437601290027008,laku kadrun ngebacot enak goblok sembunyi balik agama lapor klarifikasi jenderal polisi l sigit p kapolri lapor proses laku ulang laku,0.1728262,neutral speech
598,1493092382925271047,kapolri manusia lapor hukum pidana indonesia cinta negara hukum proses fakta mulut ngebacot lagak telat pikir lambat mikir af,-0.12245315,dangerous speech
599,1492441475657105409,baris sakit hati kadrun lihat video ngebacot duluan bacot tipu kakak malu,0.25949967,neutral speech
600,1492335821294166017,pdi juang tenggelam baris sakit hati kadrun ketua pdi juang presiden ri politis negarawan senior megawati soekarnoputri kader rendah hati rakyat indonesia cinta,-0.1745882,dangerous speech
601,1492315288020594688,wadas baris sakit hati kadrun samak kedung ombo nggaklah yaou langit bumi joko widodo presiden ri berkat sayang rakyat indonesia cinta rakyat desa wadas jawa,-0.019893587,dangerous speech
602,1492312193735757834,top tua ompong peot bohong melulu muka masuk gotbenar ngeri sedap,-0.04216647,dangerous speech
603,1492101093689798656,pradhika kaing kaing comberan,-0.13901663,dangerous speech
604,1492009458654134272,tolol rr bela kadrun malu,-0.49377328,dangerous speech
605,1492003417774239745,kadrun proses hukum negara hukum indonesia cinta,-0.25075862,dangerous speech
606,1491924355085127682,gotbener nggaklah yaouh nama tolol peran jadi berkat,-0.18114758,dangerous speech
607,1491726772991569920,balap motor dunia maret sirkuit mandalika gema dunia bangga indonesia cinta balap formula e sirkuit ancol hitung toke ngeri ngeri sedap masuk kadrun pening dukung,0.03075251,neutral speech
608,1491262514721861639,baris sakit hati kadrun pesong sama formula e gotbenar mandalika pindah ibukota negara nusantara bocor,0.41951084,neutral speech
609,1491231924911673344,tolol kadrun adu domba jenderal tni,-0.010723382,dangerous speech
610,1490951136723234820,kadrun pesong mati sulit maklum otak bocor gede kakak,0.033612967,neutral speech
611,1490851156402503681,lihat kadrun aksi ngeri kakak do i pintar waspada waspada waspada rakyat indonesia cinta dengar ahli aku perintah joko widodo presiden ri,-0.07867807,dangerous speech
612,1490315514413215744,marah anjing ku jhon rowbenz tolol,-0.45854342,dangerous speech
613,1490282334561906688,anjing ku jhon rowbenz kaing comberan,-0.32250506,dangerous speech
614,1490232206870331404,nolak silah dasar hukum terang benderang uu coba bikin gaduh indonesia negara hukum sembunyi alas demokrasi,0.10473943,neutral speech
615,1489829258461851648,trio banyak bicara baris sakit hati kadrun kakak,-0.17437255,dangerous speech
616,1489824268821360640,baris sakit hati kadrun kencur stres sebentar pesong bocor ngebacot bacot,0.53360754,neutral speech
617,1489783931679686657,kerja kerja kerja joko widodo presiden ri rakyat indonesia cinta ngebacot gelintir baris sakit hati kadrun sakit gigi stres paten,0.31164336,neutral speech
618,1489554334543396865,normal munafik sok suci wassalam,-0.6234321,dangerous speech
619,1488317608579387392,jenderal polisi l sigit l kapolri gilir nicho sila malu suku batak tapanuli tangkap tahan hina warga kaltim wanita rendah patuh hukum adat dayak hukum nasional,0.09308791,neutral speech
620,1487964252699000832,baris sakit hati kadrun malu jual mayoritas mayoritas dukung setia ideologi negara republik indonesia pancasila cak nun lapor gilir dudung lapor tu ngarab duduk bonceng,0.060296893,neutral speech
621,1486966041322278919,edy mulyadi cs penuh panggil markas besar polri layang panggil mohon serta panggil nico sila twittnya rendah wanita dayak jaga hukum adat hormat,-0.1530614,dangerous speech
622,1486848333654421504,fakta hancur menang teror sara ujar benci fitnah kadrun dukung gabenar wassalam,-0.06543231,dangerous speech
623,1484775215045705735,anjing kaing kaing comberan,-0.33697465,dangerous speech
624,1482951746242887680,sipelapor saksi lapor ngebacot fakta berani bap konsekuensi lapor dukung bukti authentik hukum saksi palsu ancam hukum penjara maturnuwun wassalam,0.0696615,neutral speech
625,1482696500446916612,mimpi kakak kadrun presiden wassalam,-0.3824468,dangerous speech
626,1482171410382749696,sok an perhati korupsi panggung media bukti buta hukum ngebacot ajar kpk polisi jaksa adil dlm tegak hukum silah lapor berani bap sbg saksi lapor,0.011385292,neutral speech
627,1481250222055768066,anjing ku kaing kaing comberan mampus,-0.17802483,dangerous speech
628,1481228176450031617,anjing kaing kaing comberan kakak,-0.4291988,dangerous speech
629,1481062937536385024,kpk polisi mohon lapor gibran kaesang ahok ganjar korupsi fakta bohong bukti hukum pidana ancam penjara,0.29235175,neutral speech
630,1480715303570993156,tetangga pakai bikini rumah foto tetangga kasih cerdas kakak iq jongkok wassalam,0.13923728,neutral speech
631,1478536424005664773,agama salah salah jahat kerja agama jalan hukum indonesia cinta negara at hukum,-0.51340073,dangerous speech
632,1477960388419280896,af percaya polisi aman dan tertib masyarakat gentar kadrun kadrun,0.36672798,neutral speech
633,1476360955244138496,joko widodo presiden ri hormat dukung setia kecewa kapolda jawa barat terang benderang langgar arah joko widodo tangan bahar s kadrun rendah indonesia negara hukum,0.09968564,neutral speech
634,1475639887877455872,menang bangga menang curang tolol kakak,-0.48615122,dangerous speech
635,1475638531754135553,gerak jual agama iq jongkok baca,-0.12587303,dangerous speech
636,1475632980131336197,ngajari sikeder ngaca tolol fay rakus jabat,0.051187694,neutral speech
637,1475351285687668738,kadrun sok ngancam polisi bungkus indonesia timur do i layar,0.10417503,neutral speech
638,1475330425270648834,anjing ku kaing kaing,-0.39547992,dangerous speech
639,1475284878388129795,dukung perintah joko widodo presiden ri jajar keras atas pandemi covid ganggu waspada varian omicron tingkat masuk indonesia tingkat protokol sehat,0.3698386,neutral speech
640,1475264676711731201,ideologi pdi juang pancasila harga mati tawar bubar ideologi pancasila bibir hati tahu,-0.17154747,dangerous speech
641,1475038449627541509,teladan beda akur sakit malu bsh kadrun provokasi,0.25332487,neutral speech
642,1475004926854008834,presiden ri joko widodo dengar pidato giring ketua psi bsh kadrun sewot duduk bonceng dengar rakyat tugas presiden cinta rakyat indonesia,0.11082548,neutral speech
643,1474937209253888002,p e b o h o g bohong sempat kerja bohong,-0.35338396,dangerous speech
644,1474573420306128900,kadrun kasih hati jantung mulut biar ngebacot enak udel polri aman dan tertib masyarakat proses hukum,0.57108945,neutral speech
645,1474276564829282309,pakai kaca mata kuda rakyat indonesia cinta takut takut sara ujar benci fitnah teror,-0.40599146,dangerous speech
646,1474213944474550272,mantap badut politik pidato giring jokowi terang benderang menang sara ujar benci fitnah teror paten,-0.22545332,dangerous speech
647,1473892123485224962,bohong pakai isu sara menang pilih kepala daerah giring psi kura perahu pura pilih kepala daerah menang sara ujar benci fitnah teror,-0.13812366,dangerous speech
648,1473839113723777024,marah baris sakit hati kadrun baliho puan maharani pasang simpatisan sekitar desa dampak erupsi gunung seru lihat maksud baik silah simpatisan tokoh pasang tulis baliho teduh,0.26220804,neutral speech
649,1473161553700524035,jokowi denny siregar mohon tegar noda rakyat miskin laku koruptor,0.34361902,neutral speech
650,1472039846759710723,kadrun bebas nyinyir ngebacot ajar berani hina jenderal tni dudung percaya jabat ksad,0.51001066,neutral speech
651,1471320460310708226,lbp hutang ri nyinyir ngebacot bsh kadrun,0.053333938,neutral speech
652,1470249533066018816,tonton baris sakit hati kadrun pakai kaca mata kuda selamat natal berkat paten,-0.0612323,dangerous speech
653,1469575453660696578,pdi juang ketua megawati soekarnoputri hukum kader pdi juang libat sedih partai politik wakil senayan dpr mpr ri kader libat korupsi,-0.13324001,dangerous speech
654,1468014698591256577,anjing stres cebur comberan,-0.121065915,dangerous speech
655,1467657087161290758,joko widodo presiden ri bsh kadrun stres marah bodoh,0.24547061,neutral speech
656,1464422702773538816,kadrun ngancam kadrun x jam ngancam wilayah nkri cinta damai paten,0.34542662,neutral speech
657,1464407772536053761,kadrun kangen pacar lupa lihat marah lho lho lho sukron,0.10248953,neutral speech
658,1463509950861172746,kadrun penjara nyinyir ngebacot malu penjara aniaya anak ngelawan sok jual agama rakyat indonesia cinta takut rakyat jenderal bintang sigit dudung andika,0.017534137,neutral speech
659,1461899735837528069,megawati soekarnoputri buka ragu duduk badan riset inovasi nasional brin ragu megawati soekarnoputri duduk badan riset inovasi nasional bsh kadrun maju paten,-0.079258054,dangerous speech
660,1461511275117113349,waspada waspada waspada baris sakit hati kadrun usaha kacau indonesia cinta dukung tni aman polisi aman dan tertib masyarakat bawa komando joko widodo presiden ri paten merdek,0.058992833,neutral speech
661,1460748565618122758,muji idonesia dunia internasional bsh kadrun pesong kakak,-0.13769719,dangerous speech
662,1459341598441951234,gabenar lag banjir berondok berani nongol diam ribu bahasa percaya kadrun muka badak malu hujan henti banjir nongol malu komentar citra puji sukses,0.14023238,neutral speech
663,1459320892652089345,sindir mbak puan maharani ketua dpr ri tanam padi baris sakit hati kadrun stres dekat pesong pikir negatif hormat nyata hasto kristiyanto sekjen pdi juang pikir positif paten,0.23961732,neutral speech
664,1458404814153412610,nasip menang pilih kepala daerah bersih sara fitnah teror rakyat korban,-0.084554344,dangerous speech
665,1458300403053858820,kejam menang gubernur bersih sara fitnah teror rakyat korban rakyat paten,-0.24057353,dangerous speech
666,1457876236986769409,gabenar nongol banjir bicara sembarang citra dukung bsh kadrun tiarap menang hormat menang sara fitnah teror akibat rakyat korban wassalam,0.028154224,neutral speech
667,1457865038014730243,kakak makan isu bohong gaul lbp hati emas berkat,-0.24059889,dangerous speech
668,1457859458931953667,luhut binsar pandjaitan menko maritim investasi sbg koordinator ppkm jawa bal tugas joko widodo presiden ri tangan pandemi covid sukses konsisten bsh kadrun pening tante,0.110036194,neutral speech
669,1456543190241087495,negarawan sejati cinta dalam negeri baris sakit hati kadrun muka ditaro malu,-0.2491863,dangerous speech
670,1456427334353883136,aku salah fakta lbp erlangga tugas joko widodo presiden ri covid turun derastis level level sebahagian provinsi tofa kadrun sakit emang gue pikirin pikirin paten,-0.17548978,dangerous speech
671,1456178056922492929,hebat kadrun percaya karun percaya jujur sukron,-0.40631595,dangerous speech
672,1456169942567378951,anjing ku andriana kaing kaing comberan,-0.29507244,dangerous speech
673,1456054593884864514,banjir gabenar belah malu kadrun pakai kaca mata kuda babi buta puji mulut,-0.035516977,dangerous speech
674,1455681632480874501,olok olok baris sakit hati kadrun modal jual agama benci fakta joko widodo presiden ri kibar indonesia dunia paten,0.120084405,neutral speech
675,1455337522007994371,luhut binsar pandjaitan ikut setia berkat baris sakit hati kadrun henti fitnah pohon kencang angin tiup pohon tegak kuat akar abdi tulus,0.10760671,neutral speech
676,1454738848194301958,baris sakit hati kadrun guncang jiwa sukses jaya joko widodo presiden ri presiden ktt g hati strokeeeeeee kakak,0.029387653,neutral speech
677,1454610773490094081,waspada covid beberapa negara dunia china rusia eropa tingkat dukung ppkm disiplin laksana protokol sehat,-0.14496624,dangerous speech
678,1453902919296712709,demo baris sakit hati kadrun cermin malu joko widodo presiden ri cinta rakyat keras maju indonesia paten,0.38434607,neutral speech
679,1451334222963044365,anjing kaing kaing comberan kakak,-0.4291988,dangerous speech
680,1451040160028631041,baris sakit hati kadrun fitnah tolol banget tolol,-0.2760991,dangerous speech
681,1450834518311505924,anjing kaing kaing kakak wassalam,-0.7824385,dangerous speech
682,1449935956841099268,partai dpr kader koruptor tangkap kpk,-0.26584905,dangerous speech
683,1449719499897245708,coba tipu istri biasa suami pintar istri cinta sukses ppkm perintah joko widodo presiden ri aku dunia laksana protokol sehat disiplin paten,-0.14336523,dangerous speech
684,1448975870752813062,kubu ahy stres pesong balik fakta jam jhonny allen marbun sekjen partai demokrat ketua jenderal tni purn dr moeldoko mohon kubu ahy waspada waspada waspada bohong jelang karam ptun paten,0.512545,neutral speech
685,1448696584066109440,baris sakit hati kadrun kompor refly harun komisaris utama bumn gatot gagal total pecat stres megawati soekarnoputri ketua pdi juang presiden ri lantik ketua brin sukses mega,0.33185327,neutral speech
686,1448100199470096389,anjing ku abbassyaiful kaing kaing comberan cain,-0.20392483,dangerous speech
687,1448085018966827008,anjing ku yasir harahap kaing kaing comberan,-0.1911543,dangerous speech
688,1447851967078756356,anjing ku sy bwz kaing kaing comberan mampus,-0.05531305,dangerous speech
689,1447056758866800644,baris sakit hati kadrun bakar jenggot percaya joko widodo presiden ri luhut binsar pandjaitan menko maritim investasi percaya lbp dasar setia prestasi paten,0.18218994,neutral speech
690,1446992282939392004,gabenar rahasia menang gabenar sara fitnah ujar benci teror malu bohong janji kampanye rakyat jakarta cinta bohong dasar tk bohong paten,-0.054413915,dangerous speech
691,1446285772156387333,issu panama papers diam nama issu baris sakit hati kadrun bakar jenggot goreng diam makan gosip paten,-0.16115308,dangerous speech
692,1445652137761857536,mural bsh kadrun sakit masuk rs grogol,0.3521006,neutral speech
693,1444518652967940099,tolol sama milu vaksin covid,-0.43910342,dangerous speech
694,1444465412792487940,pigai pojok tuduh rasisnya kilah ngajari bahasa indonesia titik koma tanda petik pigai nyata ucap markas besar polri aman dan tertib masyarakat pigai ajar paten,0.19453698,neutral speech
695,1444088254450466816,indonesia cinta atas lahan sertivikatnya ngebacot dukung gerombol banci kamera keluarga pancasila kadrun modal jual agama jokowi paten,0.27646333,neutral speech
696,1442811466764075010,tolol rakus jabat kakak,-0.45140207,dangerous speech
697,1442667626551918593,kuasa sok kuasa berani ancam takut maha kuasa sempat baris sakit hati kadrun raih menang paten,-0.022062272,dangerous speech
698,1441207959019655168,kelabu bakar jenggot tegak hukum polisi jaksa kpk jadi hukum panglima politis pg lsm lawyer bela koruptor masalah hukum paten,0.028128475,neutral speech
699,1440493097809420293,politik politik termehek mehek pks nasdem marah anies bohong psi laku giring plt tum psi kakak bingung nunggu bunyi to ahy anies ahy anies ahy anies anies ahy anies ahy anies ahy lanjut,-0.4546501,dangerous speech
700,1439767643670519819,hati pesong warna senayan korupsi wassalam,-0.16370994,dangerous speech
701,1439765264292139009,terima kasih joko widodo presiden ri sinyalir jenderal tni purn dr moeldoko ksp radikalisme jokowi jajar cegah berantas jaya indonesia ku cinta paten,0.42648184,neutral speech
702,1439761087939821569,hebat joko widodo presiden ri percaya sayang besok kadrun bakar jenggot pesong,0.13287872,neutral speech
703,1439578291682168836,istilah domba sesat ajar nasrani domba hilang anut nasrani disiplin istilah anut agama ngacau lisa nasrani nashrani ajar kasih terima kasih,-0.18489671,dangerous speech
704,1439503898599849985,otak kutil prestasi nilai rekayasa dasar bsh kadrun bravo tni polri paten,0.14470436,neutral speech
