,ID,Tweets,clean_tweets,Social,Historical,Dehumanization,Accusation,Attack,Threat,Loyalty,severity,speech_category
347,1.54416E+18,"@sinyo_adhie @VIVAcoid Tolong ketikannya diperbaiki, apa itu kapak ha ha ha kadrun sok mau bertwitt ria ha ha ha Sip deh.",ketik baik kapak kadrun sok bertwitt ria,0,0,1,0,0,0,0,0.065,abusive language
348,1.54416E+18,"@adi_marz07 Beginilahkadrun berkomentar, kelihatan ketololannya ha ha ha diotaknya ada kutil sich Sip deh.",kadrun komentar tolol otak kutil,0,0,1,0,0,0,0,0.065,abusive language
349,1.54414E+18,@putrakediri10 @roring_lucky Pantas yg didukungkadrun nggak penah menang ha ha ha gila jabatan sich Shalom.,dukung kadrun penah menang gila jabat,0,0,1,1,0,0,0,0.295,hate speech
350,1.54414E+18,"@sinyo_adhie @VIVAcoid Ha ha ha karena itu santunlah berpolitik, tapi kalau tdk santun apalagi menghina Bpk Presiden RI dan merendahkan Ideoligi Pancasila pasti Aku raaaaaaatakan MERDEKA.",santun politik santun hina presiden ri rendah ideoligi pancasila raaaaaaatakan,1,0,0,0,0,1,0,0.4,hate speech
351,1.54388E+18,Kalau kau tdk mampu baik2 saja duduk diboncengan ha ha hakadrun sich modal nyinyir &amp; ngebacot doang kacian deh Wassalam. https://t.co/ql8CjgVtKX,duduk bonceng kadrun modal nyinyir ngebacot kakak wassalam,0,0,1,0,0,0,0,0.065,abusive language
352,1.54385E+18,"kadrun tolong nonton ini biar pintar dikit, jangan sudah tolol makin tolol karena kuping tipis ha ha ha dengar ya Komentar Wanita Cantik yg sangat Objektif dgn Kerja Keras Kunjungan Presiden RI ke 7 Bpk Joko Widodo MERDEKA. https://t.co/R20ZNY4Owo",kadrun nonton pintar dikit tolol tolol kuping tipis dengar komentar wanita cantik objektif kerja keras kunjung presiden ri joko widodo,0,0,1,0,0,0,0,0.065,abusive language
353,1.54381E+18,"Ha ha ha mau yg begini Presiden RI ya kelaut saja, karena itu jadilah Gubernur jangan dengan SARA Ujaran kebencian FitnahTeror akibatnya Rakyattercinta yg dikibuli mendukungnya menjadi korban MERDEKA. https://t.co/qxZFBFBz9M",presiden ri laut gubernur sara ujar benci fitnah teror akibat rakyat cinta kibul dukung korban,1,0,0,1,0,0,0,0.565,dangerous speech
354,1.54381E+18,"kadrun mestinya bunuh diri melihat ini, Dunia Internasional sangat menghormati Bpk Joko Widodo Presiden RI ke 7 yg dicintai Rakyatnya MERDEKA. https://t.co/wHSly3Ahmz",kadrun bunuh dunia internasional hormat joko widodo presiden ri cinta rakyat,0,0,1,0,0,0,0,0.065,abusive language
355,1.5438E+18,"Biarin saja yg nyinyirngebacot, modalnyakadrun karena mereka tololnya kebangetan jangan Kita layani Anjing menggonggong Berbuat baik jalan terusssssss MERDEKA. https://t.co/uYIqsiqvTn",biarin nyinyir ngebacot modal kadrun tolol banget layan anjing gonggong buat jalan,0,0,1,0,0,0,0,0.065,abusive language
356,1.54378E+18,@kendalbo eh orang lain boleh suka2nya mengkritikdan menghina eh Aku balas kok kau yg sewot dasarkadrun dan mereka2 pasti orang susah/pengangguran Shalom.,suka mengkritikdan hina balas sewot dasar kadrun susah anggur,0,0,1,0,0,0,0,0.065,abusive language
357,1.54378E+18,"@jash_wae @awayuqu Ini manusia ada kutil diotaknya, mau coba2 membalikkan Sejarah ha ha ha MERDEKA.",manusia kutil otak coba balik sejarah,0,1,0,0,0,0,0,0.165,neutral speech
358,1.54356E+18,"@AndySukmaLubis Jadi kalianlahkadrun yg sangat memalukan dan menjijikkan belajarlah mengaca diri jgn cepat lupa, Kami tdk akan melupakannya sampai mati MERDEKA.",kadrun malu jijik ajar kaca cepat lupa lupa mati,0,0,1,0,0,0,0,0.065,abusive language
359,1.54355E+18,@AndySukmaLubis Karena kok menang gabenar karena SARA Ujaran Kebencian FitnahTeror eh sekarang mau minta dilupakan ha ha ha tak mungkin ya tak mungkin sangat bertentangan dgn Ideologi Pancasila MERDEKA.,menang sara ujar benci fitnah teror lupa tentang ideologi pancasila,1,0,0,1,0,0,0,0.565,dangerous speech
360,1.54353E+18,"@hadiwarsito75 @AbbyRakka Gimana yg didukungkadrun menang, semua gila jabatan ha ha ha Sip deh.",dukung kadrun menang gila jabat,0,0,1,1,0,0,0,0.295,hate speech
361,1.54351E+18,"@adi_marz07 Heykadrun adi_marz nggak salah nie, ha ha ha ente yg sebentar2 lapor Polisi dan juga meme dibalas langsung pesong/gila Sip deh.",hai kadrun adi marz salah ente sebentar lapor polisi meme balas pesong gila,0,0,1,0,0,0,0,0.065,abusive language
362,1.54349E+18,"@trah1967 Pengikut Setia Tuhan Yesus tdk ada yg penakut, jadi tdk ada yg pernah kabur toto tolol Shalom.",ikut setia takut kabur toto tolol,0,0,0,0,0,0,1,0.11,hate speech
363,1.54344E+18,"Beginilah wajah Presiden RI berikutnya, yg masa depan Pendukungnya yg sangat menghormati Kerja Keras Bpk Joko Widodo utk mendamaikan Ukraina dan Rusia serta yg masa bodo pendukungnyakadrun yg taunya hanya menghina apa  yg dilakukan Pak JOKOWI semua salah MERDEKA. https://t.co/mZtWeRRD24",wajah presiden ri dukung hormat kerja keras joko widodo damai ukraina rusia bodo dukung kadrun unya hina jokowi salah,1,0,0,0,0,0,0,0.335,neutral speech
364,1.54344E+18,@BobbyAndhika11 anjingKu andhika bobby makin pesong/gila dicomberan Shalom.,anjing ku andhika bobby pesong gila comberan,0,0,1,0,0,0,0,0.065,abusive language
365,1.54307E+18,"Ha ha ha dungu dungu, dulu ngotot 20% ambang batas Pilpres, eh sudah yg didukung dan dirinya ditinggalkan Rakyat Indonesiatercinta sekarang ngotot 0% pantaslah Aku beri gelar Raja Dungu Sip deh MERDEKA. https://t.co/LeIYzamJgl",dungu dungu ngotot ambang batas pilpres dukung tinggal rakyat indonesia cinta ngotot gelar raja dungu,1,0,0,0,0,0,0,0.335,neutral speech
366,1.54307E+18,"@roring_lucky AnjingKu roring gimana mau ngejilat, hidupnya dicomberan sich Shalom.",anjing ku roring ngejilat comberan,0,0,1,0,0,0,0,0.065,abusive language
367,1.54272E+18,@TheUncleDee AnjingKu ini makin terkaing kaing dicomberan ha ha ha Shalom.,anjing ku kaing kaing comberan,0,0,1,0,0,0,0,0.065,abusive language
368,1.5427E+18,"Presiden RI ke 7 Bpk Joko Widodo, di Indonesiatercinta dan Dunia Internasional semua Hormat dan mengagumi keberanian dan ketegasan bersama Ibu Negara Iriana dan Rombongan mendamaikan Ukraina dan Rusia kecuali kadrun yg semua jadi pesong Mantap MERDEKA . https://t.co/C8aH6UeKMc",presiden ri joko widodo indonesia cinta dunia internasional hormat kagum berani tegas negara iriana rombong damai ukraina rusia kadrun pesong mantap,1,0,1,0,0,0,0,0.4,hate speech
369,1.54246E+18,"Terima kasih Tuhan, Berkati terusssssss Presiden RI ke 7 Kerja kerasnya utk perdamaian Ukaraina dan Rusia semoga berjalan dgn lancar jadikanlah Pak JOKOWI Pelita  yg menerangi bukan saja Indonesiatercinta juga Dunia MERDEKA. https://t.co/Vv2cf7wANu",terima kasih berkat presiden ri kerja keras damai ukaraina rusia moga jalan lancar jadi jokowi pelita terang indonesia cinta dunia,1,0,0,0,0,0,0,0.335,neutral speech
370,1.54212E+18,"@antasumanto muka kadrun ini seenaknya mengatakan Negara bangkrut, mimpi kale ye MERDEKA.",muka kadrun negara bangkrut mimpi kakak,0,0,1,0,0,0,0,0.065,abusive language
371,1.54207E+18,"@myrazra @Don_gindo @hotmanParis Siapa yg bersalah mesti dihukum, Indonesiatercinta Negara Hukum, termasuk kau Waspada waspada waspadalah Shalom.",salah hukum indonesia cinta negara hukum waspada waspada waspada,0,0,0,0,0,1,0,0.065,hate speech
372,1.54205E+18,"Ha ha ha dimanapun di Dunia orang maunya naik kelas termasuk Rakyat Indonesiatercinta, eh ada yg mau turun kelas awalnya mengina Presiden dan sekarang mengina Gubernur pasti berikutnya menghina Bupati/Walikota siapa lagi ? pasti simpatisankadrun Lizal Lamli MERDEKA. https://t.co/keFhi5rQCn",mana dunia kelas rakyat indonesia cinta turun kelas ina presiden ina gubernur hina bupati walikota simpatisan kadrun lizal lamli,0,0,1,0,0,0,0,0.065,abusive language
373,1.54192E+18,Pasti hanya barisan sakit hatikadrun yg nyinyir dan ngebacot sinis melihat Hasil Karya Bpk Joko Widodo Presiden RI bersama Pembantu2nya yg terusssssss Kerja kerja kerja utk Rakyat Indonesiatercinta MERDEKA.https://t.co/OaVeWKUc34,baris sakit hati kadrun nyinyir ngebacot sinis hasil karya joko widodo presiden ri bantu kerja kerja kerja rakyat indonesia cinta,0,0,1,0,0,0,0,0.065,abusive language
374,1.54138E+18,@Dipanegara_ @m1r_ssb @BosTemlen @aniesbaswedan AnjingKu dipanegara_ terkaing kaing dicomberan ha ha ha Shalom.,anjing ku dipanegara kaing kaing comberan,0,0,1,0,0,0,0,0.065,abusive language
375,1.54122E+18,"Sudah kubilang jangan kau coba permainkan hati Rakyat, jangan bisa menyesal nanti ingat dia jadi Gabenar dengan SARA Fitnah Ujaran kebencianTeror melawan Ahok yg kau dukung ha ha ha MERDEKA. https://t.co/roprnzgLw6",ku bilang coba main hati rakyat sesal gabenar sara fitnah ujar benci teror lawan ahok dukung,1,0,0,1,0,0,0,0.565,dangerous speech
376,1.54102E+18,"@Imamdaratan Ha ha ha diotak kadrun apa2 rasis, eh taunya merekalah sumber rasis kapan pintarnya ya kacian deh MERDEKA.",otak kadrun rasis unya rasis pintar kakak,1,0,1,1,0,0,0,0.63,dangerous speech
377,1.54091E+18,"@2014Roesli Pantas kadrun nggak pernah menang yg didukung, isi otaknya kosong hanya gila jabatan ha ha ha Shalom.",kadrun menang dukung isi otak kosong gila jabat,0,0,1,0,0,0,0,0.065,abusive language
378,1.5409E+18,"@TheUncleDee @zulfakar_rasuan @SBYudhoyono @jokowi Pengikut Setia Tuhan Yesus ini tdk ada utang sepeserpun biar kau tau,kadrun fitnah saja kerja kau ha ha ha Shalom.",jokowi ikut setia utang peser kadrun fitnah kerja,0,0,1,0,0,0,0,0.065,abusive language
379,1.5409E+18,"@TheUncleDee @zulfakar_rasuan @SBYudhoyono @jokowi Komisaris ? Kacian deh penghasilan bulanan Aku jauh lebih besar, menjadikan Tokoh Presiden RI dangkal sekali otak kau mau jadi komisaris, pantas yg didukungkadrun nggak pernah menang Shalom MERDEKA.",jokowi komisaris kakak hasil bulan jadi tokoh presiden ri dangkal otak komisaris dukung kadrun menang,0,0,1,0,0,0,0,0.065,abusive language
380,1.54088E+18,"Mau begini Presiden RI 2024 mencela mencele bisa hancur Indonesiatercinta, kok susah apa yg dikatakan Sekjen PDI Perjuangan Mas DR Hasto jawab saja Ya ini langsung cari pembenarankadrun sich pengecut MERDEKA. https://t.co/URKeVOwnsM",presiden ri cela cele hancur indonesia cinta susah sekjen pdi juang dr hasto cari benar kadrun kecut,0,0,1,0,0,0,0,0.065,abusive language
381,1.5407E+18,@desita5769 Kritik ? tolol kale kau taunya menghina ngeles mengkritik faktanya dibalas langsung ngeles eh marah lage goblok sich Sip deh.,kritik tolol kakak unya hina kilah kritik fakta balas kilah marah ge bodoh,0,0,0,1,0,0,0,0.23,abusive language
382,1.5407E+18,"@desita5769 @markkezhoot Memang kalau orang goblok mikirnya jabatan ha ha ha, beda dg Orang Sukses santai dan terus mengabdi utk Indonesiatercinta Sip deh Shalom.",bodoh mikirnya jabat beda dg sukses santai abdi indonesia cinta,0,0,0,1,0,0,0,0.23,abusive language
383,1.54066E+18,@fadleeaxl @rahung Menggonggong lage nie ye anjingKu fadleeaxl Shalom,gonggong ge anjing ku fadleeaxl,0,0,1,0,0,0,0,0.065,abusive language
384,1.54066E+18,"@desita5769 @markkezhoot Nggak ada kaca dirumah kau, ngaca yakadrun Sip deh.",kaca rumah ngaca kadrun,0,0,1,0,0,0,0,0.065,abusive language
385,1.54065E+18,@markkezhoot @desita5769 Eh menghina mau balas dihina merasa dizolimi ha ha hakadrun sich Sip deh.,hina balas hina dizolimi kadrun,0,0,1,0,0,0,0,0.065,abusive language
386,1.54064E+18,@desita5769 AnjingKu desita masih saja terkaing kaing dicomberan ha ha ha Shalom.,anjing ku desita kaing kaing comberan,0,0,1,0,0,0,0,0.065,abusive language
387,1.54064E+18,@fadleeaxl @rahung AnjingKu fadleeaxl masih saja terkaing kaing dicomberan ha ha ha Shalom.,anjing ku fadleeaxl kaing kaing comberan,0,0,1,0,0,0,0,0.065,abusive language
388,1.54059E+18,@papuamuslim95 nggak ada malunya kau mengatas namaka Papua &amp; Papua Barat ha ha ha pastilah pendukung Kami disana Mayoritas Pengikut Setia Tuhan mana mungkin mendukungkadrun MERDEKA.,malu atas namaka papua papua barat dukung mayoritas ikut setia dukung kadrun,1,0,1,0,0,0,1,0.51,dangerous speech
389,1.54058E+18,@papuamuslim95 makin kau fitnah Kami PDI Perjuangan di Papua menang sudah ditangan 2024 Puji Tuhan Shalom MERDEKA.,fitnah pdi juang papua menang tangan,0,0,0,1,0,0,0,0.23,abusive language
390,1.54058E+18,@desita5769 ini sitolol tdk tau biodata Aku berani menghina ha ha ha pastikadrun Shalom.,sitolol biodata berani hina kadrun,0,0,1,0,0,0,0,0.065,abusive language
391,1.54058E+18,@desita5769 ha ha ha anjing ini terkaing kaing dicomberan Shalom.,anjing kaing kaing comberan,0,0,1,0,0,0,0,0.065,abusive language
392,1.54024E+18,@Rico_Yuza AnjingKu rico_yuza terkaing kaing dicomberan Shalom.,anjing ku rico yuza kaing kaing comberan,0,0,1,0,0,0,0,0.065,abusive language
393,1.54021E+18,"Ich ngeri kale ha ha ha karena itu jangan nyinyir &amp; ngebacot terusssssss jangan diLanjutkan, kasihan Rakyat Kecil dan tolong ya jgn jualan Rakyat lagi tapi Kerja kerja kerja lah terusssssss utk Rakyat Indonesiatercinta MERDEKA. https://t.co/YjA8o31Dig",ich ngeri kakak nyinyir ngebacot lanjut kasihan rakyat jual rakyat kerja kerja kerja rakyat indonesia cinta,1,0,0,1,0,0,1,0.675,dangerous speech
394,1.54017E+18,"Mereka mereka yg selama ini sok jualan agama rupanya tdk percaya adanya TUHAN, eh Ajal itu ditangan Tuhan bukan ditangan - - - - - - - ach ngeri kale Doi Sip deh MERDEKA .",sok jual agama percaya ajal tangan tangan ach ngeri kakak do i,1,0,0,0,0,0,0,0.335,neutral speech
395,1.53986E+18,@roymz_13 @titisuharti @Jarwo99661180 @ronavioleta @PDI_Perjuangan Kalau tdk tau baik2 saja kau duduk diboncengan ha ha ha tdk ada partai yg ada wakilnya di Senayan Kadernya yg tdk terlibat Korupsi belajar dulu ya biar tdk tong kosong cempreng bunyinya Shalom.,duduk bonceng partai wakil senayan kader libat korupsi ajar tong kosong cempreng bunyi,0,0,0,1,0,0,0,0.23,abusive language
396,1.53979E+18,@Sanalu_Bis @bayusatriau_ Marah nie ye anjingKu sahlan tolol sich ha ha ha Haleluya.,marah anjing ku sahlan tolol,0,0,1,0,0,0,0,0.065,abusive language
397,1.53978E+18,@aguswhy_ AnjingKu aguswhy_ menggonggong saja terusssssss Haleluya.,anjing ku aguswhy gonggong,0,0,1,0,0,0,0,0.065,abusive language
398,1.53978E+18,@Sanalu_Bis @bayusatriau_ Eh sahlan anjingKu terkaing kaing dicomberan ha ha ha Sip deh.,sahlan anjing ku kaing kaing comberan,0,0,1,0,0,0,0,0.065,abusive language
399,1.53978E+18,@aguswhy_ AnjingKu aguswhy terkaing kaing dicomberan ha ha ha Haleluya.,anjing ku aguswhy kaing kaing comberan,0,0,1,0,0,0,0,0.065,abusive language
400,1.53976E+18,@roymz_13 @ronavioleta Ha ha ha roymz_13 terkaing kaing dicomberan racain Sip deh.,roymz kaing kaing comberan cain,0,0,1,0,0,0,0,0.065,abusive language
401,1.53976E+18,@Tegawati_SP @EnokDanny Anjing ini makin stresssssss terkaing kaing dicomberan ha ha ha Sip deh.,anjing stres kaing kaing comberan,0,0,1,0,0,0,0,0.065,abusive language
402,1.53975E+18,"@mush4r Yg r a s i s itu kalian taukadrun Rakyat Indonesiatercinta Cerdas, tdk mau mendukung yg jualan agama belum lagi suka fitnah ujaran kebencian dan teror Dip deh MERDEKA.",r a s i s kadrun rakyat indonesia cinta cerdas dukung jual agama suka fitnah ujar benci teror dip,1,0,1,1,0,0,0,0.63,dangerous speech
403,1.53947E+18,"@Gandawan @yashudha_naka @ganjarpranowo @erickthohir @Dennysiregar7 @yusuf_dumdum_ @GunRomli @Giring_Ganesha Ganjar gitu lo, dilawan ya semakin menjulang ha ha ha kadrun makin stresssssss/pesong Sip deh.",denny siregar ganjar lawan julang kadrun stres pesong,0,0,1,0,0,0,0,0.065,abusive language
404,1.53917E+18,@fadleeaxl Kok kayaknya goblok ha ha ha Poltak dilawan Haleluya Puji Tuhan Yesus Shalom.,kayak bodoh poltak lawan,0,0,0,1,0,0,0,0.23,abusive language
405,1.53885E+18,"@Nurizal Mestinya kau malu nurizal, eh yg didengar bukan yg merasakadrun di Indonesia tapi Pengikut Setia Tuhan Shalom.",malu nurizal dengar kadrun indonesia ikut setia,0,0,1,0,0,0,0,0.065,abusive language
406,1.5388E+18,"@Predator_4848 Ha ha ha itu AnakKu kenapa rupanya ha ha ha, ini orang makin tolol saja beraninya sama Anak2 sama Aku dong biar Aku patahkan leher kau pengecut Sip deh Shalom.",anak ku tolol berani anak patah leher kecut,0,0,0,0,0,1,0,0.065,hate speech
407,1.53874E+18,"Ha ha ha terlihat secara terang benderang lemahnya Calon Presiden yg didukungkadrun, baru dicoel sedikit saja sama Sicantik GN dari PSI langsung kebakaran jenggot gimana mau menang mimpi kale ye MERDEKA. https://t.co/iGRxGajHUg",terang benderang lemah calon presiden dukung kadrun dicoel sicantik psi bakar jenggot menang mimpi kakak,0,0,1,0,0,0,0,0.065,abusive language
408,1.53872E+18,"@Predator_4848 kadrun bukan kardun ha ha ha sok pintar tapi tolol, jadi malas nanggapinya Shalom.",kadrun kardun sok pintar tolol malas nanggapinya,0,0,1,0,0,0,0,0.065,abusive language
409,1.53871E+18,"Maju terusssssss SahabatKu Denny Siregar, pemikiranMu sangat dibutuhkan disaat Indonesiatercinta yg berideologi Pancasila masih terus diganggu barisan sakit hatikadrun yg terusssssss merongrong Ideologi Pancasila Paten MERDEKA.https://t.co/AGo7zLEKQT",maju sahabat ku denny siregar pikir butuh saat indonesia cinta ideologi pancasila ganggu baris sakit hati kadrun rongrong ideologi pancasila paten,1,0,0,0,0,0,0,0.335,neutral speech
410,1.53819E+18,@Hulk_SelluHijaU @abon_kang Eh anjingKu hulk_selluhijau terkaing kaing dicomberan Haleluya Shalom.,anjing ku hulk selluhijau kaing kaing comberan,0,0,1,0,0,0,0,0.065,abusive language
411,1.53797E+18,"Ha ha ha Pak Joko Widodo Presiden RI beginilah PAN nggak bersyukur Ketumnya si Zul sudah jadi Menteri, maunya Dia juga jadi Menteri ya kalau tidak terusssssss saja Nyinyir &amp; Ngebacot resiko politik kalaukadrun dipelihara MERDEKA. https://t.co/JiAh8QnZow",joko widodo presiden ri pan syukur tum zul menteri menteri nyinyir ngebacot resiko politik kadrun pelihara,1,0,1,0,0,0,0,0.4,hate speech
412,1.53763E+18,@AldoPaibo Manusia tolol rakus jabatan ha ha ha aldo Shalom.,manusia tolol rakus jabat aldo,0,0,0,1,0,0,0,0.23,abusive language
413,1.53728E+18,@Sanalu_Bis Ha ha ha babi ngepet sahlan nggak tau diri masih gila jabatan mampuslah kau pesong Shalom.,babi ngepet sahlan gila jabat mampus pesong,0,0,1,0,0,0,0,0.065,abusive language
414,1.53726E+18,@Wahyumuhamad17 nggak usah disuruh itu kewajiban jaga Indonesiatercinta Shalom MERDEKA.,suruh wajib jaga indonesia cinta,0,0,0,0,0,0,1,0.11,hate speech
415,1.53721E+18,"Ha ha ha Rakyat yg mana ?, paling barisan sakit hatikadrun gr gede rasa nie ye MERDEKA. https://t.co/BeYn8pG2Nk",rakyat baris sakit hati kadrun gede rasa gede,0,0,1,0,0,0,0,0.065,abusive language
416,1.53695E+18,@OposisiCerdas Luhut digeser ha ha ha itu maunyakadrun mimpi kale ye Shalom.,luhut geser kadrun mimpi kakak,0,0,1,0,0,0,0,0.065,abusive language
417,1.53691E+18,"@RgwRudi Betul tapi goblok kalau tdk ngaku, bahkan menudu kesana kemari itu namanya pengecut ha ha ha Shalom.",bodoh aku menudu kesana kemari nama kecut,0,0,0,1,0,0,0,0.23,abusive language
418,1.53689E+18,@IskhanFath67 Faktanya nggak diproses ha ha ha yg percaya rata2 yg IQ nya jongkok dan pastikadrun Shalom.,fakta proses percaya iq jongkok kadrun,0,0,1,0,0,0,0,0.065,abusive language
419,1.53684E+18,"@IskhanFath67 Tololnya kau tolong ngaca, kau yg mengganggu ha ha ha Petarung tdk mengenal k a b u r Shalom,",tolol ngaca ganggu tarung kenal a b r,0,0,1,0,0,0,0,0.065,abusive language
420,1.53668E+18,"Barisan Sakit HatiKadrun makin streeeeeees dan pesong, mengetahui hasil Survei Pak Joko Widodo Presiden RI semakindicintai Rakyat Indonesia ha ha ha MERDEKA. https://t.co/G14uY73ol6",baris sakit hati kadrun streeeeeees pesong hasil survei joko widodo presiden ri cinta rakyat indonesia,0,0,1,0,0,0,0,0.065,abusive language
421,1.53664E+18,@FuadMpkp anjingKu ini terkaing kaing dicomberan ha ha ha Shalom.,anjing ku kaing kaing comberan,0,0,1,0,0,0,0,0.065,abusive language
422,1.53616E+18,Nggak ada malunya mereka saling cakar2ankadrun ha ha ha MWEDEKA. https://t.co/6b5VMdVuA8,malu cakar an kadrun mwedeka,0,0,1,0,0,0,0,0.065,abusive language
423,1.53581E+18,@suardana_21 Ha ha hakadrun jualan agama dgn ajaran yg sesat &amp; salah banget Sip deh MERDEKA.,kadrun jual agama ajar sesat salah,1,0,1,1,0,0,0,0.63,dangerous speech
424,1.53579E+18,"@putri_perubahan Aku hanya mengutip dari twitter artinya yg bikin sudah gerah melihat kelakuan kadrun, eh kenapa kau sewot ha ha ha kacian deh, apa urusannya dgn agama Aku Paten MERDEKA.",kutip twitter arti bikin gerah laku kadrun sewot kakak urus agama paten,1,0,1,0,0,0,0,0.4,hate speech
425,1.53518E+18,"@keuangannews_id Ha ha ha yg sudah basi kok masih diangkat, itulah tololnya bshkadrun kacian deh cukup.",basi angkat tolol bsh kadrun kakak,0,0,1,0,0,0,0,0.065,abusive language
426,1.53509E+18,"Silahkan nilai sendiri jadi benar apa yg Aku katakan Waspada waspada waspadalah, Keledai tdk pernah masuk 2 X dalam lubang yg sama MERDEKA.https://t.co/P06EjkbMLz",silah nilai waspada waspada waspada keledai masuk x lubang,0,0,0,0,0,1,0,0.065,hate speech
427,1.53506E+18,"Ingat ingat ingat Waspadalah Musang berbulu Domba, pengalaman adalah guru dalam kehidupan berpolitik Waspada Waspada waspadalah MERDEKA.https://t.co/vN7qGqU7Dd",waspada musang bulu domba alam guru politik waspada waspada waspada,0,0,0,0,0,1,0,0.065,hate speech
428,1.53484E+18,"@Kirana_perwani kirana anjingKu makin pesong, percuma kau lawan Pengikut Setia Tuhan Yesus Shalom.",kirana anjing ku pesong lawan ikut setia,0,0,1,0,0,0,1,0.175,hate speech
429,1.53481E+18,@Kirana_perwani Ha ha ha anjingKu kirana malu ya nipu diri ngaku2 pernah ke luar negeri Fakta nya bohong penipu sich Sip deh.,anjing ku kirana malu tipu aku negeri fakta bohong tipu,0,0,1,1,0,0,0,0.295,hate speech
430,1.5348E+18,@SyawalNasution2 @MegaPKeliduan @DivHumas_Polri @ListyoSigitP Babi ngepet syawal makin pesong ha ha ha Shalom.,petrodes mega keliduan divisi hubung masyarakat polri babi ngepet syawal pesong,0,0,1,0,0,0,0,0.065,abusive language
431,1.53479E+18,"@Kirana_perwani AnjingKu kirana masih menggonggong nie, malu kale nggak pernah ke Luar Negeri eh ngaku2 malu dong buktikan mana fotonya nggak usah takut kau siapa ha ha ha oh oh kamu ketahuan pesong Sip deh.",anjing ku kirana gonggong malu kakak negeri aku malu bukti foto takut tahu pesong,0,0,1,0,0,0,0,0.065,abusive language
432,1.53474E+18,"Tolong dicatat apa yg diucapkan Pak Joko Widodo Presiden RI ke 7 mengenai Ibu Megawati Soekarnoputri Presiden RI ke 5, barisan sakit hatikadrun jgn coba2 Adu Banteng lagi percuma buang2 energi Rakyat Indonesiatercinta cerdas2 semuanya MERDEKAhttps://t.co/NfPx8fXlgW",catat joko widodo presiden ri megawati soekarnoputri presiden ri baris sakit hati kadrun coba adu banteng buang energi rakyat indonesia cinta cerdas,0,0,1,1,0,0,0,0.295,hate speech
433,1.53447E+18,"@SyawalNasution2 @MegaPKeliduan @DivHumas_Polri @ListyoSigitP Babi ngepet syawal pesong berat, mana punya Guru/Dosen ha ha ha nggak pernah sekolah/kuliah ha ha ha karena itu jadilah syawal babi ngepet Sip deh Paten.",petrodes mega keliduan divisi hubung masyarakat polri babi ngepet syawal pesong guru dosen sekolah kuliah syawal babi ngepet paten,0,0,1,0,0,0,0,0.065,abusive language
434,1.53433E+18,"Rakyat Indonesiatercinta berterima kasih kepada Tokoh2 Agama yg Nasionalis seperti Bpk Said-Agil, Tuhan Memberkati Jayalah terusssssss menuju Indonesia Jaya Paten MERDEKA.https://t.co/yqYFJ1HKyg",rakyat indonesia cinta terima kasih tokoh agama nasionalis said agil berkat jaya indonesia jaya paten,1,0,0,0,0,0,0,0.335,neutral speech
435,1.53404E+18,@JokoLipService Ha ha ha sitolol ini bangga menang karena SARA Fitnah Ujaran kebencianTeror maka jadilah gotbenar Sip deh.,sitolol bangga menang sara fitnah ujar benci teror gotbenar,1,0,0,1,0,0,0,0.565,dangerous speech
436,1.53404E+18,"@myrazra @YandraD31 Ha ha ha kau ngomong sarung lagi, Aku dari kecil tidur pakai sarung ha ha ha, malu dong kau semua diindentikan sama agama tertentu kacian deh Shalom.",bicara sarung tidur pakai sarung malu diindentikan agama kakak,1,0,0,0,0,0,0,0.335,neutral speech
437,1.53402E+18,@JokoLipService Makin pesong saja Barisan sakit hatikadrun melihat Kami mengawal Bpk Joko Widodo Presiden RI ke 7 Paten MERDEKA.,pesong baris sakit hati kadrun kawal joko widodo presiden ri paten,0,0,1,0,0,0,0,0.065,abusive language
438,1.53364E+18,"@SamuelPHarahap @jokowi @PDI_Perjuangan @ditjen_imigrasi @Nurmantyo_Gatot @MprAldo @Helmi_Felis @fadlizon @rockygerung_rg @MUIPusat @KemnakerRI @_ekokuntadhi @Dennysiregar7 @AliNgabalinNew @__AnakKolong kadrun gitu lho, makin lama bukan makin pintar tapi makin goblok ha ha ha modalnya hanya jualan agama dgn sempit kasihan Rakyat Indonesiatercinta mau mereka perdaya terusssssss Wassalam.",jokowi denny siregar kadrun lho pintar bodoh modal jual agama sempit kasihan rakyat indonesia cinta daya wassalam,1,0,1,1,0,0,0,0.63,dangerous speech
439,1.53311E+18,@Sanalu_Bis @OposisiCerdas Ha ha ha anjingKu sahlan menggonggong nie ye Shalom.,anjing ku sahlan gonggong,0,0,1,0,0,0,0,0.065,abusive language
440,1.53294E+18,"@pt_maman @kneesliders Di Sibaganding Pahae Tarutung KampungKu ke Gereja juga pakai Kopia, emangnyakadrun yg punya ha ha ha Shalom.",sibaganding pahae tarutung kampung ku gereja pakai kopia kadrun,0,0,1,0,0,0,0,0.065,abusive language
441,1.53289E+18,"@afrizal_corel Ha ha ha tolol kale kau menang ?, menang itu harus Jurdil ini menang karena SARA Fitnah Ujaran Kebencian dan Teror jadilah Gabenar kadrun sich kau rizal Sip deh MERDEKA.",tolol kakak menang menang jujur adil menang sara fitnah ujar benci teror gabenar kadrun rizal,1,0,1,1,0,0,0,0.63,dangerous speech
